LAT,LON,YEAR,MO,DY,PRECTOTCORR,WS10M,RH2M,QV2M,T2M_RANGE,ALLSKY_SFC_UV_INDEX
25.75,86.25,2020,1,25,0,2.2,56.5,5.13,14.36,0.59
25.75,86.25,2020,1,26,0,2.86,64.41,5.92,14.11,0.43
25.75,86.25,2020,1,27,0,3.29,65.47,6.32,15.93,0.56
25.75,86.25,2020,1,28,0.03,1.94,61.06,6.87,16.17,0.64
25.75,86.25,2020,1,29,0.2,3.01,70.34,9.03,10.29,0.61
25.75,86.25,2020,1,30,0.05,2.81,69.78,8.67,10.82,0.35
25.75,86.25,2020,1,31,0,3.75,56.72,5.8,15.41,0.84
25.75,86.25,2020,2,1,0,2.72,52.94,5.25,14.95,0.93
25.75,86.25,2020,2,2,0,4.22,58.66,5.43,16.22,0.91
25.75,86.25,2020,2,3,0,2.84,59.81,5.4,16.36,-999
25.75,86.25,2020,2,4,0,1.81,48.34,4.67,16.3,0.91
25.75,86.25,2020,2,5,0,3.89,48.06,5.07,15.98,0.82
25.75,86.25,2020,2,6,0,3.23,55.81,5.31,16.8,0.9
25.75,86.25,2020,2,7,0,2.48,49.34,4.79,16.3,0.83
25.75,86.25,2020,2,8,0,2.7,53.72,5.52,15.65,0.78
25.75,86.25,2020,2,9,0,3.15,50.06,4.79,16.15,0.77
25.75,86.25,2020,2,10,0,3.54,54.22,5.25,17.99,0.92
25.75,86.25,2020,2,11,0,3.48,52.97,5.07,17.85,1.07
25.75,86.25,2020,2,12,0,3.72,53.16,5.13,18.14,1.02
25.75,86.25,2020,2,13,0,3.14,57.19,6.04,16.7,0.87
25.75,86.25,2020,2,14,0,3.16,61.78,7.87,17.48,0.94
25.75,86.25,2020,2,15,0,3.22,60.62,7.32,15.99,1.05
25.75,86.25,2020,2,16,0,2.38,55.62,6.74,15.97,0.96
25.75,86.25,2020,2,17,0,2.88,54.94,7.23,15.39,0.77
25.75,86.25,2020,2,18,0,3.73,51.62,6.04,16.74,1.03
25.75,86.25,2020,2,19,0,1.53,35.38,4.49,17.16,0.9
25.75,86.25,2020,2,20,0,1.44,34.22,4.91,11.45,0.7
25.75,86.25,2020,2,21,0,3.16,47.47,6.65,17.1,0.65
25.75,86.25,2020,2,22,1.15,1.99,51.12,7.42,10.29,0.6
25.75,86.25,2020,2,23,1.17,1.62,53.53,8.45,10.81,0.84
25.75,86.25,2020,2,24,0.58,2.22,69.72,10.22,10.28,0.91
25.75,86.25,2020,2,25,6.78,2.92,77.09,10.89,11,0.56
25.75,86.25,2020,2,26,13.88,2.28,82.16,10.35,6.62,0.45
25.75,86.25,2020,2,27,0,1.69,60.62,8.39,13.54,1.08
25.75,86.25,2020,2,28,0,1.65,50.78,7.6,14.35,1.34
25.75,86.25,2020,2,29,0,1.54,50.25,7.57,12.96,1.31
25.75,86.25,2020,3,1,0,1.71,48.75,7.9,14.65,1.23
25.75,86.25,2020,3,2,0.01,3.49,54.78,8.88,13.95,0.96
25.75,86.25,2020,3,3,0.02,2.93,54.19,9,15.73,1.06
25.75,86.25,2020,3,4,0.16,1.59,48.78,9.09,11.76,0.99
25.75,86.25,2020,3,5,2.24,2.19,52.44,9.67,12.5,0.96
25.75,86.25,2020,3,6,8.58,2.6,65.09,10.96,11.23,1.23
25.75,86.25,2020,3,7,6.33,3.32,68.16,11.17,10.28,1.17
25.75,86.25,2020,3,8,0,3.64,54.06,8.79,13.69,1.29
25.75,86.25,2020,3,9,0,4.31,48.09,7.11,16.61,1.59
25.75,86.25,2020,3,10,0,2.73,42.91,6.5,17.01,1.53
25.75,86.25,2020,3,11,0.03,3.63,60.44,9.43,11.09,1.14
25.75,86.25,2020,3,12,0.19,2.5,57.78,10.74,15.92,1.34
25.75,86.25,2020,3,13,1.32,2.18,53.34,10.25,16.31,0.58
25.75,86.25,2020,3,14,18.29,2.86,80,11.63,4.74,0.29
25.75,86.25,2020,3,15,1.37,2.04,63.31,9.98,14.85,1.36
25.75,86.25,2020,3,16,0,4,49.34,8,15.6,1.48
25.75,86.25,2020,3,17,0,3.45,47.69,7.78,15.38,1.52
25.75,86.25,2020,3,18,0,4.01,45.94,7.51,17.69,1.59
25.75,86.25,2020,3,19,4.18,3.79,46.72,8.09,17.95,1.54
25.75,86.25,2020,3,20,19.93,3.05,53.38,9.16,15.88,1.45
25.75,86.25,2020,3,21,0.48,2.75,46.31,9,14.66,1.17
25.75,86.25,2020,3,22,7.12,1.76,55.62,9.8,11.31,1.17
25.75,86.25,2020,3,23,0.32,2.25,54.66,9.83,14.12,1.27
25.75,86.25,2020,3,24,0,1.71,47.84,9.4,14.66,1.36
25.75,86.25,2020,3,25,0.07,2.49,47.25,10.22,13.93,1.59
25.75,86.25,2020,3,26,0.01,3.77,45.16,9.19,16.58,1.93
25.75,86.25,2020,3,27,0.05,4.31,43.84,9.74,17.84,1.98
25.75,86.25,2020,3,28,0,6.46,43.72,10.31,13.74,2.13
25.75,86.25,2020,3,29,0,6.43,36.81,7.42,16.63,2.28
25.75,86.25,2020,3,30,0,6.02,34.66,6.68,18.12,2.17
25.75,86.25,2020,3,31,0,3.7,39.16,7.66,19.3,2.16
25.75,86.25,2020,4,1,0,3.13,36.47,7.93,17.73,2.04
25.75,86.25,2020,4,2,0.05,3.6,37.81,8.7,16.89,2.01
25.75,86.25,2020,4,3,0.01,4.37,35.53,7.26,17.07,2.17
25.75,86.25,2020,4,4,0,4.03,31.75,6.04,19.21,2.16
25.75,86.25,2020,4,5,0,3.55,33.19,6.44,18.96,2.16
25.75,86.25,2020,4,6,0,4.67,34.25,7.26,19.88,2.16
25.75,86.25,2020,4,7,0,4.76,33.19,7.11,19.24,2.08
25.75,86.25,2020,4,8,0.02,2.48,32.12,7.17,18.22,1.93
25.75,86.25,2020,4,9,0.13,3.53,35.94,8.39,17.3,1.94
25.75,86.25,2020,4,10,0.04,2.56,33.56,7.81,17.84,1.98
25.75,86.25,2020,4,11,0.13,2.15,35.25,8.58,16.46,1.91
25.75,86.25,2020,4,12,0.82,2.73,37.38,9.37,14.09,1.73
25.75,86.25,2020,4,13,0,2.87,41.28,10.31,15.98,1.47
25.75,86.25,2020,4,14,4.72,3.82,45.44,12.33,14.99,1.57
25.75,86.25,2020,4,15,6.11,2.69,49.69,13.03,13.93,1.08
25.75,86.25,2020,4,16,0.15,3.08,48.44,12.15,15.48,1.77
25.75,86.25,2020,4,17,0.18,3.71,50.03,12.6,15.23,1.66
25.75,86.25,2020,4,18,2.44,3.45,48.66,12.57,14.3,1.52
25.75,86.25,2020,4,19,0.17,2.64,35.06,9.92,15.6,1.67
25.75,86.25,2020,4,20,3.06,1.89,35.53,10.19,14.89,1.27
25.75,86.25,2020,4,21,12.51,2.52,51,11.81,8.74,1.27
25.75,86.25,2020,4,22,2.91,2.8,54.81,12.08,12.71,1.82
25.75,86.25,2020,4,23,3.46,3.07,45.44,10.8,14.66,1.62
25.75,86.25,2020,4,24,1.1,2.57,44.34,10.41,13.81,1.21
25.75,86.25,2020,4,25,0.58,3.92,54.09,12.33,13.64,1.27
25.75,86.25,2020,4,26,2.74,4.34,57.09,12.97,10.87,0.59
25.75,86.25,2020,4,27,0.18,3.67,55.44,13.03,12.19,1.65
25.75,86.25,2020,4,28,2.58,3.81,58.28,13.73,9.58,1.41
25.75,86.25,2020,4,29,0.36,2.18,56.69,13.15,12.12,2
25.75,86.25,2020,4,30,0.03,2.91,49.94,12.7,11.72,1.89
25.75,86.25,2020,5,1,10.32,3.09,59.72,14.74,9.03,1.16
25.75,86.25,2020,5,2,3.98,3.16,63.75,14.59,8.23,1.37
25.75,86.25,2020,5,3,0.01,2.34,55.91,13.58,14.04,2.27
25.75,86.25,2020,5,4,2.62,2.82,51.78,14.1,13.27,1.96
25.75,86.25,2020,5,5,21.48,1.55,52.22,14.22,8.8,0.89
25.75,86.25,2020,5,6,0.52,1.67,45.78,12.33,9.7,2.22
25.75,86.25,2020,5,7,1.06,2.52,42.97,11.14,14.67,1.84
25.75,86.25,2020,5,8,9.87,2.51,47.72,11.87,13.95,2.2
25.75,86.25,2020,5,9,0,2.13,42.41,11.38,14.2,2.15
25.75,86.25,2020,5,10,3.06,3.74,51.5,14.01,13.17,1.84
25.75,86.25,2020,5,11,2.09,1.38,52.62,14.34,11.64,1.75
25.75,86.25,2020,5,12,0.12,2.93,45.31,12.85,12.78,1.91
25.75,86.25,2020,5,13,0.06,3.37,41.94,12.12,12.97,1.91
25.75,86.25,2020,5,14,0.13,1.81,41.41,12.88,12.89,1.7
25.75,86.25,2020,5,15,0.38,2.71,48.34,14.47,14.03,1.74
25.75,86.25,2020,5,16,0.29,3.43,40.16,12.3,15.18,1.98
25.75,86.25,2020,5,17,0.95,2.31,36.44,10.31,15.88,2.33
25.75,86.25,2020,5,18,0,3.48,50.69,14.83,15.65,2.01
25.75,86.25,2020,5,19,0.54,3.34,49.91,15.41,12.57,1.46
25.75,86.25,2020,5,20,5.55,5.83,58.59,15.14,8.5,1.07
25.75,86.25,2020,5,21,8.91,3.83,62,15.17,8.77,1.73
25.75,86.25,2020,5,22,2.21,3.25,48.62,12.91,14.32,2.5
25.75,86.25,2020,5,23,0.07,2.94,52.88,14.77,16.2,1.67
25.75,86.25,2020,5,24,0.29,3.44,41.88,13.09,16.79,1.6
25.75,86.25,2020,5,25,2.02,2.97,33.84,11.72,17.58,1.96
25.75,86.25,2020,5,26,0.62,2.4,31.47,10.86,16.92,2.26
25.75,86.25,2020,5,27,5.84,5.48,56.19,16.85,12.62,1.4
25.75,86.25,2020,5,28,4.58,5.62,61.12,15.93,10.27,1.77
25.75,86.25,2020,5,29,0.16,4.17,58.62,15.93,11.06,1.84
25.75,86.25,2020,5,30,1.19,3.92,55.59,15.87,11.98,1.74
25.75,86.25,2020,5,31,4.05,2.04,54.16,15.93,10.2,1.72
25.75,86.25,2020,6,1,1.07,2.38,49.59,15.08,10.21,1.8
25.75,86.25,2020,6,2,1.47,3.19,44.16,12.91,10.5,1.81
25.75,86.25,2020,6,3,0.01,2.97,47,13.85,8.47,1.45
25.75,86.25,2020,6,4,4.71,3.04,45.5,13.58,9.05,0.93
25.75,86.25,2020,6,5,18.59,3.62,64.69,17.91,8.62,1.28
25.75,86.25,2020,6,6,20.35,3.59,63.28,17.12,10.45,1.99
25.75,86.25,2020,6,7,0.04,2.7,50.03,14.95,11.32,2.36
25.75,86.25,2020,6,8,0.43,1.44,46.97,15.08,11.37,2.19
25.75,86.25,2020,6,9,1.03,2.48,54.44,17.24,11.2,2.23
25.75,86.25,2020,6,10,0.07,3.64,57.41,18.28,11.27,2.11
25.75,86.25,2020,6,11,1.46,4.62,58.78,18.74,10.91,2.09
25.75,86.25,2020,6,12,4.59,5.44,69.59,19.81,7.16,2.09
25.75,86.25,2020,6,13,5.89,5.43,75.94,20.45,6.77,1.94
25.75,86.25,2020,6,14,7.73,5.83,82.31,21.36,4.57,1.41
25.75,86.25,2020,6,15,26.5,3.14,83.25,21.58,5.91,1.44
25.75,86.25,2020,6,16,8.5,4.72,79.97,21.03,5.75,1.7
25.75,86.25,2020,6,17,2.12,3.6,76.28,20.29,6.97,2.09
25.75,86.25,2020,6,18,10.84,2.77,75.97,20.39,7.19,1.52
25.75,86.25,2020,6,19,17.79,4.66,78.5,21.24,7.54,1.25
25.75,86.25,2020,6,20,16.91,5.5,76.44,20.69,7.14,1.65
25.75,86.25,2020,6,21,3.28,5.29,76.91,20.81,7.72,2.52
25.75,86.25,2020,6,22,6,6.2,79.44,21.21,6.97,1.89
25.75,86.25,2020,6,23,5.37,5.15,78,21,7.22,1.95
25.75,86.25,2020,6,24,4.28,2.88,75.94,21.15,7.64,1.86
25.75,86.25,2020,6,25,28.55,3.91,87.84,22.92,3.57,0.55
25.75,86.25,2020,6,26,30.82,4.77,88.06,22.25,4.05,0.65
25.75,86.25,2020,6,27,17.07,4.98,82.19,21.7,6.73,1.67
25.75,86.25,2020,6,28,40.95,3.3,88.03,20.97,5.34,0.34
25.75,86.25,2020,6,29,11.35,2.93,89.5,21.36,4.79,0.79
25.75,86.25,2020,6,30,6.17,2.58,81.75,21.27,6.63,1.8
25.75,86.25,2020,7,1,3.24,1.99,79.28,21.7,6.61,1.8
25.75,86.25,2020,7,2,2.87,2.16,80.59,22.31,6.58,1.01
25.75,86.25,2020,7,3,20.36,2.5,88.25,22.98,3.93,1.23
25.75,86.25,2020,7,4,22.94,3.58,86.19,22,5.54,1.98
25.75,86.25,2020,7,5,12.58,3.24,84.59,21.79,7.03,2.27
25.75,86.25,2020,7,6,8.37,5.82,91.28,22.64,3.68,2.05
25.75,86.25,2020,7,7,4.77,5.53,86.81,22.61,5.8,1.42
25.75,86.25,2020,7,8,24.36,3.64,88,22.46,4.66,1.99
25.75,86.25,2020,7,9,15.69,2.29,83.88,22.34,6.61,1.24
25.75,86.25,2020,7,10,27.9,5.1,91.09,22.58,3.37,1.27
25.75,86.25,2020,7,11,19.65,4.06,88.66,21.55,5.71,1.01
25.75,86.25,2020,7,12,18.19,3.53,88.22,22.64,5.04,1.05
25.75,86.25,2020,7,13,12.21,2,84.91,22.34,5.16,0.98
25.75,86.25,2020,7,14,4.32,3.36,89.09,22.83,4.67,1.88
25.75,86.25,2020,7,15,8.02,4.33,87.97,22.28,5.1,2.48
25.75,86.25,2020,7,16,2.21,3.2,85.22,21.61,5.92,2.34
25.75,86.25,2020,7,17,0.97,3.43,84.94,21.36,5.6,2.09
25.75,86.25,2020,7,18,2.3,2.87,89.66,21.64,4.43,1.74
25.75,86.25,2020,7,19,39.49,3.34,92.66,22.71,3.73,0.35
25.75,86.25,2020,7,20,44.91,3.22,91.84,22.13,4.25,0.44
25.75,86.25,2020,7,21,12.92,3.44,91.69,20.57,2.88,1.38
25.75,86.25,2020,7,22,6.89,3.36,89.38,21.61,5.69,1.58
25.75,86.25,2020,7,23,33.15,2.66,87.66,21.64,4.69,1.55
25.75,86.25,2020,7,24,17.01,3.25,90.53,21.42,4.25,1.56
25.75,86.25,2020,7,25,1.72,2.55,84.94,21.03,6.23,2.08
25.75,86.25,2020,7,26,1.16,2.06,86.91,20.81,4.12,1.73
25.75,86.25,2020,7,27,4.66,2.02,90.03,21.7,4.64,1.35
25.75,86.25,2020,7,28,6.53,2,90.06,22.43,4.39,1.06
25.75,86.25,2020,7,29,3.94,1.08,85.88,21.48,5.59,1.49
25.75,86.25,2020,7,30,7.64,1.16,89.59,21.64,4.21,0.84
25.75,86.25,2020,7,31,7,1.78,88.78,21.58,4.34,1.43
25.75,86.25,2020,8,1,10.87,1.45,84.91,21.33,6.07,1.76
25.75,86.25,2020,8,2,0.16,2.2,83.16,22,7.25,1.91
25.75,86.25,2020,8,3,0.9,1.85,83.75,22.95,5.56,2.09
25.75,86.25,2020,8,4,8.37,2.19,86.78,22.92,4.93,2.23
25.75,86.25,2020,8,5,11.58,4.39,89.56,23.28,5.13,2.46
25.75,86.25,2020,8,6,9.4,5.54,92.59,22.61,2.96,2.18
25.75,86.25,2020,8,7,2.06,2.5,86.91,22.74,6.05,2.17
25.75,86.25,2020,8,8,1.7,1.5,82.97,22.09,6.66,2.2
25.75,86.25,2020,8,9,6.94,2.68,93.03,23.22,2.73,1.59
25.75,86.25,2020,8,10,5.91,2.89,87.47,22.34,5.37,1.94
25.75,86.25,2020,8,11,15.67,2.32,88.09,22.52,4.69,1.52
25.75,86.25,2020,8,12,14.43,1.8,90.59,22.58,4.36,1.2
25.75,86.25,2020,8,13,4.52,2.47,89.69,22.61,5.05,2.2
25.75,86.25,2020,8,14,0.43,2.59,88.44,23.16,4.91,2.26
25.75,86.25,2020,8,15,0.36,3.52,92.25,21.42,1.75,2.12
25.75,86.25,2020,8,16,1.43,5.32,88.62,22.31,6.05,1.85
25.75,86.25,2020,8,17,1.8,4.08,88.06,22.49,6.85,1.63
25.75,86.25,2020,8,18,1.32,3.46,87.12,22.31,6.14,1.85
25.75,86.25,2020,8,19,1.07,3.75,87.66,22.43,6.71,2.12
25.75,86.25,2020,8,20,2.22,7.83,89.34,21.03,4.33,1.69
25.75,86.25,2020,8,21,12.12,7.26,90.62,20.6,4.69,1.44
25.75,86.25,2020,8,22,37,3.5,89.31,21,4.76,1.52
25.75,86.25,2020,8,23,4.06,2.01,86,21.24,6.96,1.81
25.75,86.25,2020,8,24,0.9,2.48,86.38,21.42,6.46,2.12
25.75,86.25,2020,8,25,1.69,2.64,88,20.97,5.17,1.61
25.75,86.25,2020,8,26,2.02,3.38,88.69,21.88,6.05,2.24
25.75,86.25,2020,8,27,7.07,6.27,89.72,21.36,4.71,1.63
25.75,86.25,2020,8,28,10.12,4.89,88.09,21.03,5.71,1.88
25.75,86.25,2020,8,29,0.8,2.58,84.78,21.33,6.76,2.24
25.75,86.25,2020,8,30,1.03,2.71,86.06,21.67,6.46,2.1
25.75,86.25,2020,8,31,1.76,3.42,87.47,21.61,5.48,1.77
25.75,86.25,2020,9,1,19.01,2.51,90.03,22,4.89,1.33
25.75,86.25,2020,9,2,16.52,3.5,87.47,21.3,5.66,1.93
25.75,86.25,2020,9,3,0.08,2.8,84.38,20.72,7.73,2.19
25.75,86.25,2020,9,4,0.51,1.93,81.97,20.94,7.95,1.95
25.75,86.25,2020,9,5,8.04,1.99,84.78,21.88,7.01,1.52
25.75,86.25,2020,9,6,12.57,1.94,85.94,21.7,6.26,1.31
25.75,86.25,2020,9,7,7.61,1.98,88.31,21.61,5.02,1.33
25.75,86.25,2020,9,8,2.29,1.58,83.84,21.24,6.26,1.52
25.75,86.25,2020,9,9,0.67,1.12,78.72,20.48,6.48,1.54
25.75,86.25,2020,9,10,0.54,1.7,80.53,20.94,5.31,1.43
25.75,86.25,2020,9,11,0.98,1.91,91.31,21.88,2.82,1.37
25.75,86.25,2020,9,12,2.57,1.78,87.56,21.12,4.64,0.98
25.75,86.25,2020,9,13,21.13,1.89,89.47,20.26,3.82,0.95
25.75,86.25,2020,9,14,3.49,1.81,92.94,21.09,3.62,1.26
25.75,86.25,2020,9,15,23.24,2.27,91.62,21.7,4.44,1.38
25.75,86.25,2020,9,16,8.27,1.46,83.78,20.97,5.54,1.38
25.75,86.25,2020,9,17,4.3,1.24,84.38,21.21,5.05,1.1
25.75,86.25,2020,9,18,7.99,2.18,92.69,21.51,3.54,0.95
25.75,86.25,2020,9,19,0.36,2,84.19,20.97,7.29,1.9
25.75,86.25,2020,9,20,4.05,2.17,85.72,21.97,7.13,1.89
25.75,86.25,2020,9,21,6.91,3.67,90.88,22.4,5.12,1.27
25.75,86.25,2020,9,22,42.16,5.17,92.84,21.45,3.95,0.97
25.75,86.25,2020,9,23,37.52,4.38,94.78,21.88,2.7,1.19
25.75,86.25,2020,9,24,70.27,2.92,92.62,21.67,3.26,1.04
25.75,86.25,2020,9,25,58.36,2.66,91.75,21.64,4.11,0.87
25.75,86.25,2020,9,26,29.26,2.97,88.97,21.27,6.04,0.7
25.75,86.25,2020,9,27,1.41,1.95,83.31,18.22,8.38,1.01
25.75,86.25,2020,9,28,0.11,1.95,87.25,19.59,7.2,1.41
25.75,86.25,2020,9,29,0.04,1.95,86.41,19.56,7.4,1.58
25.75,86.25,2020,9,30,0.62,1.6,85.09,19.56,7.45,1.51
25.75,86.25,2020,10,1,2.92,1.87,84.31,19.59,7.22,1.09
25.75,86.25,2020,10,2,0.23,1.15,83.25,19.41,7.31,1.3
25.75,86.25,2020,10,3,5.71,1.05,86.34,20.08,4.66,1.02
25.75,86.25,2020,10,4,9.14,0.87,83.25,20.29,6.24,1.34
25.75,86.25,2020,10,5,14.9,1.38,86.84,20.48,4.32,1.41
25.75,86.25,2020,10,6,2.16,1.19,83.91,20.14,6.55,1.42
25.75,86.25,2020,10,7,1.79,1.13,84.91,20.39,5.62,1.48
25.75,86.25,2020,10,8,0.72,1.61,91.19,20.11,3.62,1.5
25.75,86.25,2020,10,9,0.17,1.23,84.69,20.08,7.77,1.64
25.75,86.25,2020,10,10,0.05,2.18,85.03,18.74,8,1.68
25.75,86.25,2020,10,11,0,1.94,83.66,18.37,7.99,1.65
25.75,86.25,2020,10,12,0.15,0.91,78.16,18.13,8.51,1.59
25.75,86.25,2020,10,13,0.34,1.16,79.97,19.1,8.35,1.52
25.75,86.25,2020,10,14,0.12,0.88,79.19,19.44,6.45,1.47
25.75,86.25,2020,10,15,0.09,0.99,79.88,19.41,8,1.41
25.75,86.25,2020,10,16,0,1.07,79.59,19.59,7.68,1.38
25.75,86.25,2020,10,17,0,1.44,81.84,19.13,7.73,1.31
25.75,86.25,2020,10,18,0,1.11,78.41,18.13,8.51,1.23
25.75,86.25,2020,10,19,0,1.64,81.19,17.91,7.94,1.2
25.75,86.25,2020,10,20,0,1.36,80.69,17.79,8.27,1.19
25.75,86.25,2020,10,21,0,1.41,81.97,18.22,8.63,1.27
25.75,86.25,2020,10,22,0,2.26,86.44,18.8,8.2,1.37
25.75,86.25,2020,10,23,0,1.58,84.84,18.31,7.45,1.48
25.75,86.25,2020,10,24,0,1.85,81.84,16.85,8.32,1.3
25.75,86.25,2020,10,25,0,1.73,76.34,13.43,10.73,1.28
25.75,86.25,2020,10,26,0,1.85,78.28,13.89,10.84,1.16
25.75,86.25,2020,10,27,0,1.97,80.25,13.15,11.96,1.16
25.75,86.25,2020,10,28,0,1.24,71.78,12.15,12.12,1.16
25.75,86.25,2020,10,29,0,1.45,74.56,13.55,12.3,1.37
25.75,86.25,2020,10,30,0,2.02,78.41,14.86,12.02,1.38
25.75,86.25,2020,10,31,0,2.97,81.28,15.47,10.14,1.4
25.75,86.25,2020,11,1,0,2.21,77.69,14.01,10.6,1.23
25.75,86.25,2020,11,2,0,2.6,79.72,12.79,10.27,0.96
25.75,86.25,2020,11,3,0,2.96,81.59,11.78,9.85,0.88
25.75,86.25,2020,11,4,0,3.57,78.03,10.83,12.3,0.84
25.75,86.25,2020,11,5,0,2.55,75.28,10.25,13.08,0.88
25.75,86.25,2020,11,6,0,1.02,72.31,10.28,11.39,0.7
25.75,86.25,2020,11,7,0,1.1,72.59,10.41,11.34,0.77
25.75,86.25,2020,11,8,0,1.15,72.28,11.41,12.17,1.09
25.75,86.25,2020,11,9,0,0.98,72.94,11.96,11.85,1.16
25.75,86.25,2020,11,10,0,2.09,79.78,12.7,11.07,1.15
25.75,86.25,2020,11,11,0,1.57,76.44,12.12,12.01,1.2
25.75,86.25,2020,11,12,0,2.01,73.03,11.9,12.49,1.2
25.75,86.25,2020,11,13,0,2.29,77.38,12.39,11.75,0.98
25.75,86.25,2020,11,14,0,1.47,72.47,11.96,11.51,0.93
25.75,86.25,2020,11,15,0,1.16,67.31,11.08,10.79,-999
25.75,86.25,2020,11,16,0,1.34,72.19,11.99,10.96,1.09
25.75,86.25,2020,11,17,0,3.3,82.38,12.88,10.28,0.95
25.75,86.25,2020,11,18,0,2.96,79.62,12.05,12.93,0.95
25.75,86.25,2020,11,19,0.01,1.34,83.25,12.66,8.34,0.67
25.75,86.25,2020,11,20,0.04,1.25,80.91,13.09,9.79,0.62
25.75,86.25,2020,11,21,0,2.87,76.53,10.62,11.57,0.59
25.75,86.25,2020,11,22,0,3.12,69.94,7.57,14.45,0.75
25.75,86.25,2020,11,23,0,1.35,58.97,6.81,14.21,0.77
25.75,86.25,2020,11,24,0,0.86,56.47,7.2,12.7,0.69
25.75,86.25,2020,11,25,0,0.76,61.59,8.24,11.63,0.83
25.75,86.25,2020,11,26,0,0.95,69.97,9.46,11.14,0.78
25.75,86.25,2020,11,27,0.05,2.35,76.81,9.86,9.34,0.4
25.75,86.25,2020,11,28,0,2.9,73.22,8.88,13.98,0.72
25.75,86.25,2020,11,29,0,2.77,71.59,8.54,14.43,0.8
25.75,86.25,2020,11,30,0,1.96,67.09,8.21,14.44,0.74
25.75,86.25,2020,12,1,0,1.65,67.06,8.42,13.71,0.73
25.75,86.25,2020,12,2,0,1.94,67.09,8.51,13.01,0.74
25.75,86.25,2020,12,3,0,1.62,67.16,8.21,11.89,0.56
25.75,86.25,2020,12,4,0,1.45,68.72,8.48,11.87,0.45
25.75,86.25,2020,12,5,0,1.28,70.81,8.7,10.24,0.3
25.75,86.25,2020,12,6,0,1.31,69.16,9.06,11.39,0.24
25.75,86.25,2020,12,7,0.02,1.53,73.69,9.37,11.27,0.3
25.75,86.25,2020,12,8,0.01,1.44,79.75,10.07,10.6,0.26
25.75,86.25,2020,12,9,0,1.72,78.41,10.04,10.91,0.23
25.75,86.25,2020,12,10,0.05,2.14,76.06,9.06,12.37,0.25
25.75,86.25,2020,12,11,0.02,2.05,76.94,9.16,13.19,0.23
25.75,86.25,2020,12,12,0.03,1.98,77.28,9.74,10.9,0.57
25.75,86.25,2020,12,13,0.01,3.46,78.03,10.07,13.14,0.47
25.75,86.25,2020,12,14,0,3.1,75.34,9.22,13.03,0.5
25.75,86.25,2020,12,15,0,2.75,69.25,8.39,12.84,0.52
25.75,86.25,2020,12,16,0.02,3.44,77.97,9.37,8.88,0.5
25.75,86.25,2020,12,17,0,4.2,73.69,8.03,12.39,0.65
25.75,86.25,2020,12,18,0,3.59,63.88,5.71,13.75,0.76
25.75,86.25,2020,12,19,0,2.39,53.97,4.52,15.25,0.58
25.75,86.25,2020,12,20,0,1.98,53.69,4.79,15.12,0.45
25.75,86.25,2020,12,21,0,2.18,59.78,5.52,14.32,0.46
25.75,86.25,2020,12,22,0,1.8,59.19,5.92,14.52,0.49
25.75,86.25,2020,12,23,0,1.59,59.94,6.53,14.24,0.55
25.75,86.25,2020,12,24,0,2.41,63.38,6.62,15.08,0.59
25.75,86.25,2020,12,25,0.02,3.2,64.56,6.29,14.35,0.61
25.75,86.25,2020,12,26,0,2.55,60.81,5.52,16.1,0.58
25.75,86.25,2020,12,27,0,2.48,57.78,5.49,15.19,0.63
25.75,86.25,2020,12,28,0,2.02,56.25,5.95,15.74,0.59
25.75,86.25,2020,12,29,0,1.58,58.44,6.5,13.19,0.54
25.75,86.25,2020,12,30,0,2.48,64.75,6.23,12.93,0.52
25.75,86.25,2020,12,31,0,3.31,58.28,5.4,15.94,0.71
25.75,86.25,2021,1,1,0,2.21,56.53,5.49,15.99,0.62
25.75,86.25,2021,1,2,0,2.18,60.47,6.59,16.18,0.78
25.75,86.25,2021,1,3,0,1.72,64.97,7.84,13.9,0.66
25.75,86.25,2021,1,4,0,1.64,64.66,8.24,13.17,0.65
25.75,86.25,2021,1,5,0,1.65,67.91,9.25,12.9,0.73
25.75,86.25,2021,1,6,0.01,2.62,68.31,9.77,13.68,0.57
25.75,86.25,2021,1,7,0,3.02,65.84,9.34,14.98,0.6
25.75,86.25,2021,1,8,0,2.64,67.25,9.06,14.36,0.59
25.75,86.25,2021,1,9,0,2.79,65.81,9.22,15.71,0.58
25.75,86.25,2021,1,10,0,3.33,72.59,10.47,12.92,0.62
25.75,86.25,2021,1,11,0,3.26,69.41,9.16,12.18,0.59
25.75,86.25,2021,1,12,0,3.22,60.59,6.38,13.27,0.59
25.75,86.25,2021,1,13,0,2.44,49.16,4.55,15.24,0.47
25.75,86.25,2021,1,14,0,1.54,48.12,4.67,13.79,0.38
25.75,86.25,2021,1,15,0,2.27,52.41,5,15.05,0.19
25.75,86.25,2021,1,16,0,2.45,48.03,4.64,15.68,0.21
25.75,86.25,2021,1,17,0,1.41,49.47,5.19,13.75,0.3
25.75,86.25,2021,1,18,0,1.54,59.62,6.77,14.25,0.75
25.75,86.25,2021,1,19,0,2.42,64.03,7.26,13.64,0.39
25.75,86.25,2021,1,20,0,3.01,59.34,6.74,13.18,0.4
25.75,86.25,2021,1,21,0,3.25,51.16,5.16,16.12,0.49
25.75,86.25,2021,1,22,0,1.48,44.56,4.85,14.64,0.43
25.75,86.25,2021,1,23,0,1.71,50.28,5.34,15.22,0.52
